0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,3.437961609633091026e-02,1.954499999999999602e+02
2.000000000000000000e+01,6.875929024672297607e-02,1.954499999999999602e+02
3.000000000000000000e+01,1.031389976947354320e-01,1.954499999999999602e+02
4.000000000000000000e+01,1.375187136837835167e-01,1.954499999999999602e+02
5.000000000000000000e+01,1.718984134572458244e-01,1.954499999999999602e+02
6.000000000000000000e+01,2.062780722585706161e-01,1.954499999999999602e+02
6.690000000000000568e+01,2.300000000000000100e-01,1.954499999999999886e+02
7.690000000000000568e+01,7.821878255215375386e-02,6.317903627958320101e+01
8.690000000000000568e+01,3.546557764158242421e-01,3.450045315790638512e+01
9.509999999999999432e+01,5.899999999999999689e-01,3.151000000000000156e+01
1.050999999999999943e+02,1.581351672323791924e-01,8.965112308346999725e+01
1.150999999999999943e+02,5.011378779613949730e-01,1.790973801308606710e+02
1.232999999999999972e+02,9.200000000000000400e-01,1.871999999999999886e+02
1.333000000000000114e+02,1.538411349537856632e+00,2.005570321255841861e+02
1.433000000000000114e+02,2.192027315714802693e+00,2.061222390683286960e+02
1.514000000000000057e+02,2.729999999999999982e+00,2.086599999999999966e+02
1.614000000000000057e+02,2.956821285949114753e+00,1.998969258391887820e+02
1.714000000000000057e+02,3.242202480109470653e+00,1.925255132815138097e+02
1.795999999999999943e+02,3.509999999999999787e+00,1.874399999999999977e+02
1.895999999999999943e+02,4.070800241335762237e+00,1.959396038839228709e+02
1.995999999999999943e+02,4.698685152036399693e+00,2.022817735836961788e+02
2.076999999999999886e+02,5.240000000000000213e+00,2.062700000000000102e+02
2.176999999999999886e+02,5.515553681829249655e+00,2.044076034686632681e+02
2.276999999999999886e+02,5.796354167915617417e+00,2.027234502672214944e+02
2.359000000000000057e+02,6.030000000000000249e+00,2.014600000000000080e+02
2.459000000000000057e+02,6.558728722583557769e+00,2.052714776153881644e+02
2.559000000000000057e+02,7.111902381675982099e+00,2.085047987823747917e+02
2.641000000000000227e+02,7.580000000000000071e+00,2.108000000000000114e+02
2.741000000000000227e+02,8.250769630028957025e+00,2.077130212050231250e+02
2.841000000000000227e+02,8.941603599745469921e+00,2.050934794896779181e+02
2.923000000000000114e+02,9.519999999999999574e+00,2.032299999999999898e+02
3.023000000000000114e+02,1.005564170800965051e+01,2.059607240178022778e+02
3.123000000000000114e+02,1.061139470853148126e+01,2.084131501032258313e+02
3.205000000000000000e+02,1.108000000000000007e+01,2.102400000000000091e+02
3.305000000000000000e+02,1.146210830343937559e+01,2.134649708181328265e+02
3.405000000000000000e+02,1.187726348895251327e+01,2.164760653611316172e+02
3.486999999999999886e+02,1.224000000000000021e+01,2.187899999999999920e+02
3.586999999999999886e+02,1.268912023870480965e+01,2.197511489596237197e+02
3.686999999999999886e+02,1.314146272462244269e+01,2.206474046009406607e+02
3.768000000000000114e+02,1.350999999999999979e+01,2.213300000000000125e+02
3.868000000000000114e+02,1.379210047436465203e+01,2.187620181627411853e+02
3.968000000000000114e+02,1.409977371350721320e+01,2.162994747823437081e+02
4.050000000000000000e+02,1.436999999999999922e+01,2.143600000000000136e+02
4.150000000000000000e+02,1.523046460715097439e+01,2.138942427382357039e+02
4.250000000000000000e+02,1.609178853574751145e+01,2.134772071858450602e+02
4.331000000000000227e+02,1.678999999999999915e+01,2.131699999999999875e+02
4.431000000000000227e+02,1.674564517697061206e+01,2.145899948283446292e+02
4.531000000000000227e+02,1.671104698698611557e+01,2.160165072340930692e+02
4.613000000000000114e+02,1.669000000000000128e+01,2.171899999999999977e+02
4.713000000000000114e+02,1.757388298363772350e+01,2.183986262061585535e+02
4.813000000000000114e+02,1.846442148880550604e+01,2.194945769318735813e+02
4.893999999999999773e+02,1.919000000000000128e+01,2.203100000000000023e+02
4.993999999999999773e+02,1.900100439019200849e+01,2.194214914107688514e+02
5.093999999999999773e+02,1.881632647575607820e+01,2.185159676291696655e+02
5.175000000000000000e+02,1.867000000000000171e+01,2.177700000000000102e+02
5.275000000000000000e+02,1.902033273947654735e+01,2.173746472352372621e+02
5.375000000000000000e+02,1.937148890083934916e+01,2.169930776894279632e+02
5.457000000000000455e+02,1.966000000000000014e+01,2.166899999999999977e+02
5.557000000000000455e+02,2.025266839088639870e+01,2.175830806040958691e+02
5.657000000000000455e+02,2.084961055315451262e+01,2.184272816225119982e+02
5.737000000000000455e+02,2.132999999999999829e+01,2.190699999999999932e+02
5.837000000000000455e+02,2.146079749159708072e+01,2.209178041951752789e+02
5.937000000000000455e+02,2.161164112971648521e+01,2.227426509141362772e+02
6.018999999999999773e+02,2.175000000000000000e+01,2.242199999999999989e+02
6.118999999999999773e+02,2.182814527598132059e+01,2.243847113405867617e+02
6.218999999999999773e+02,2.190645306985780394e+01,2.245483040030550512e+02
6.300000000000000000e+02,2.196999999999999886e+01,2.246800000000000068e+02
6.400000000000000000e+02,2.283834951306558025e+01,2.228133006735149593e+02
6.500000000000000000e+02,2.372693220743799358e+01,2.210777322560820153e+02
6.581000000000000227e+02,2.446000000000000085e+01,2.197599999999999909e+02
6.681000000000000227e+02,2.578487869493760343e+01,2.228280056127133548e+02
6.781000000000000227e+02,2.716815212183838213e+01,2.256099027709702511e+02
6.862999999999999545e+02,2.833999999999999986e+01,2.276999999999999886e+02
6.962999999999999545e+02,2.849117131528608837e+01,2.254201566790719369e+02
7.062999999999999545e+02,2.867998015565004266e+01,2.231650962584668605e+02
7.143999999999999773e+02,2.885999999999999943e+01,2.213600000000000136e+02
7.243999999999999773e+02,3.025209627818392732e+01,2.234332895675317729e+02
7.343999999999999773e+02,3.167421442624468853e+01,2.253390305217990601e+02
7.426000000000000227e+02,3.285999999999999943e+01,2.267899999999999920e+02
7.526000000000000227e+02,3.417847433337502849e+01,2.259956853817776050e+02
7.626000000000000227e+02,3.550173053967389336e+01,2.252535405478705002e+02
7.707999999999999545e+02,3.659000000000000341e+01,2.246800000000000068e+02
7.807999999999999545e+02,3.651068773544302815e+01,2.243667649680169518e+02
7.907999999999999545e+02,3.643219665309948851e+01,2.240523591924531672e+02
7.987999999999999545e+02,3.636999999999999744e+01,2.238000000000000114e+02
8.087999999999999545e+02,3.704991305499006415e+01,2.245842920118409722e+02
8.187999999999999545e+02,3.773482846270383106e+01,2.253442204626118723e+02
8.270000000000000000e+02,3.829999999999999716e+01,2.259499999999999886e+02
8.370000000000000000e+02,3.843575044563556986e+01,2.250195295973370548e+02
8.470000000000000000e+02,3.857881418392487660e+01,2.240947469638075518e+02
8.551000000000000227e+02,3.870000000000000284e+01,2.233499999999999943e+02
8.651000000000000227e+02,3.927954485599357071e+01,2.236155934506993219e+02
8.751000000000000227e+02,3.985967831084369095e+01,2.238746944694041474e+02
8.832000000000000455e+02,4.032999999999999829e+01,2.240800000000000125e+02
8.932000000000000455e+02,4.058177094861979839e+01,2.240692625254729649e+02
9.032000000000000455e+02,4.083354687089913426e+01,2.240586344915193422e+02
9.113999999999999773e+02,4.103999999999999915e+01,2.240500000000000114e+02
9.213999999999999773e+02,4.164844647754257778e+01,2.229882033687961780e+02
9.313999999999999773e+02,4.226643247737472109e+01,2.219516580850350920e+02
9.396000000000000227e+02,4.278000000000000114e+01,2.211200000000000045e+02
9.496000000000000227e+02,4.286046096900999203e+01,2.214933754537019297e+02
9.596000000000000227e+02,4.294213289415397128e+01,2.218656206697907578e+02
9.677999999999999545e+02,4.300999999999999801e+01,2.221699999999999875e+02
9.777999999999999545e+02,4.301426732811188458e+01,2.227715597606440951e+02
9.877999999999999545e+02,4.302168439594408511e+01,2.233729880489779589e+02
9.958999999999999773e+02,4.303000000000000114e+01,2.238600000000000136e+02
1.005899999999999977e+03,4.266772290425133463e+01,2.225626415493877914e+02
1.015899999999999977e+03,4.232028481200016046e+01,2.212477316476680187e+02
1.024000000000000000e+03,4.204999999999999716e+01,2.201699999999999875e+02
1.034000000000000000e+03,4.225963463096564965e+01,2.218414971571772867e+02
1.044000000000000000e+03,4.249333729942291882e+01,2.234988226744525548e+02
1.052099999999999909e+03,4.270000000000000284e+01,2.248300000000000125e+02
1.062099999999999909e+03,4.290046603333041020e+01,2.235763549117401681e+02
1.072099999999999909e+03,4.311450540233347084e+01,2.223324310146370237e+02
1.080299999999999955e+03,4.329999999999999716e+01,2.213199999999999932e+02
1.090299999999999955e+03,4.378013966685904990e+01,2.229239476339622001e+02
1.100299999999999955e+03,4.428231488739872646e+01,2.244994569231822652e+02
1.108500000000000000e+03,4.471000000000000085e+01,2.257700000000000102e+02
1.118500000000000000e+03,4.500471729065181847e+01,2.250335988244925147e+02
1.128500000000000000e+03,4.530411824375918428e+01,2.243047928597835323e+02
1.136599999999999909e+03,4.554999999999999716e+01,2.237199999999999989e+02
1.146599999999999909e+03,4.503659088574840297e+01,2.225643805518599549e+02
1.156500000000000000e+03,4.453999999999999915e+01,2.214000000000000057e+02
1.166500000000000000e+03,4.468006290044495898e+01,2.221639946136592414e+02
1.176500000000000000e+03,4.482519369985397617e+01,2.229241534415359354e+02
1.186500000000000000e+03,4.497534109322924678e+01,2.236803810529455916e+02
1.196500000000000000e+03,4.513045268432215806e+01,2.244325870138691243e+02
1.199000000000000000e+03,4.517000000000000171e+01,2.246200000000000045e+02
1.209000000000000000e+03,4.563757975999660488e+01,2.248754253666308784e+02
1.219000000000000000e+03,4.610571970623083615e+01,2.251268033482355690e+02
1.227200000000000045e+03,4.649000000000000199e+01,2.253300000000000125e+02
1.237200000000000045e+03,4.644709567037990183e+01,2.246404319836524621e+02
1.247200000000000045e+03,4.640834131534094809e+01,2.239499290055853180e+02
1.255299999999999955e+03,4.638000000000000256e+01,2.233899999999999864e+02
1.265299999999999955e+03,4.586749632486859696e+01,2.234670590451783312e+02
1.275299999999999955e+03,4.535504535248330882e+01,2.235454672061831332e+02
1.283400000000000091e+03,4.493999999999999773e+01,2.236100000000000136e+02
1.293400000000000091e+03,4.430409152707520093e+01,2.232349591754823166e+02
1.303400000000000091e+03,4.366943835517523809e+01,2.228512989065131933e+02
1.311599999999999909e+03,4.314999999999999858e+01,2.225300000000000011e+02
1.321599999999999909e+03,4.316051180982425706e+01,2.226907716643341644e+02
1.331599999999999909e+03,4.317124866063530675e+01,2.228514802387462339e+02
1.339599999999999909e+03,4.317999999999999972e+01,2.229799999999999898e+02
